path,frozen_commit,git_blob_sha,canonical_byte_length,canonical_sha256,current_lovable_sha256,remediation_required,reason,generated_file_exception
src/components/ui/textarea.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,29330b61811cf9aaac31a94f981728f898229bd5,677,35617a2cf053e52c9e56983bde82d556861d38e462f9e578876c8e99a0432687,5af8d497b7b1c4f77399bf5b9f1861230d9950d0c2c5fe1bdbf8b3bdb6eab1e0,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/toggle-group.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,d2c9f8ee385d50f14ca51f63db9cad9b92accd47,1752,d59cd3937c967a3e221fdfcfe4ea5cd57eb97cbe37e1ac98126664c9c7db49c1,868ca1dc957db5b9eb0b8784c170a5dc39e880234747e127a690bfd6628bcb53,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/toggle.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,9d146b6a1051516735339895093cbcbcfeb9a3e8,1534,62e6e21993f1ab633b9f830cbbf0c181f3d161bae3a7792dbf2d842d42a2f09c,537f16e684e49fe17451d7cab1b7dbf60a594a4f7698b84277fe374f3aca1f59,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/components/ui/tooltip.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,07e55fafdcf32ee9a57164a07c89422e61c6ac2e,1278,9682690fc3755d0f4b8684f2d7b1f77945876d41a45b723d0761b26804ad5010,657bfcea60e04adf0d5385ae4aabede6158b718206c4b8a91452a728acb9ad00,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/hooks/use-auth.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,536fb88f1ea54252c86a09c60dee27e8c893c2c9,1035,540cb9861f7d439c8d86c081bdcf620836c8aef76fd6124f160edb68ce0e5c2a,c781203c1bc117db482e2112d6e14822df6fa29d0420cb39d00c219c42a628f2,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/hooks/use-mobile.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,502fd323934501eab408a396a9ae4a07c0ae3560,576,21eff740f9e5c965c7f0782925a7e8f67ddfcdf0f58b6613550f99c3e1c454e9,f6f7a7643d4607721c57e2b8c4081a8f84aefbb0a240f4b9dd1fc20d8d7a61e6,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/integrations/supabase/auth-attacher.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,5bc57b798847727bc6af008e343d85fa9be1c3fb,611,24d0dbdf8dc0fd49b391a948bd04e1db43b97a1d851acc391dd3d1b13b9797fd,6179e11cc21695eb66f712351561a368a4b8cbf2b593b67425200a84ae8eb98b,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/integrations/supabase/auth-middleware.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,0aefbe67a008727499cd33484d19c5629daabfac,3228,0fc042c2ec276b8d7f4c7c573f39137baca7841e2849c36aab29dc6f1616e91f,40aa12b8817e24b273716001b8fd2fbe8c2f772ea6a901f4369ec4e03ae4fbc2,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/integrations/supabase/client.server.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,30e131bcd0fcf63c7f372b73bcab363f22352647,2747,f3b4c85383ade973fa5f5cb21e913beda4ac0d7205c536c53bc58e7f831dc580,bfc9e71288133fd10eed1abc51661c806d72c4975d506ca10ac698d4214e8974,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/integrations/supabase/client.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,8bd3a404d333a3101e267eb206dc5f525e9808f1,2450,b72ff69394b80cfc28a76820fd9bd9fa8311df83f99475c97242447b52843385,4736bc962afbf6dd96bdd95f7d88b7260c369940988c725f0bfc0f7d6ecd343a,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/integrations/supabase/inventory.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,74eafb90959cd59268468dc5a0154c7e6c6cec70,6443,863f25b45055acec992d9372edc907da451b3dd2fb66660a9b96d360e22c57ce,88e3de7d246f93eb6d195309f20f74555b16184e590afa9abc8a63a179bdf471,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/integrations/supabase/transactions.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,fe12c70255b78693d0c3b9e7c150e0eb52885b15,4668,e5098b8bdf77d02f273b475572b8c58527f1b3fcb48416483c4490cd591e0d37,786c0a10e94d9023cb1e16c7815badd352500dadd56bf19013d4d3dea81dab7c,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/integrations/supabase/types.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,5bbfeb26701f994c6ef4cbc51da509d74f132416,17094,db7cba7a5d01057f6a446599a711b5b0ddb6d10e84aae95590297ea8edb7a3cd,39e25ba6dd708149ff7257c8371a9876ad7fbf4376a7437eae041f1b9b3b64d4,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/lib/error-capture.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,171c9b5800c5b17efc0598eae4c760b3778021e6,906,adc4f6f1c8bdae036c9605b2db8372f2c6ed9fa037487ce288e2947472cfc568,e6a8a15a852a00dc877bc7c6418b8d67b905e9665f5457e4ffa18992d32a9af8,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/lib/error-page.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,725235ce7bdf496daf2d870148978939f4f40a9b,1371,635915886f5d44a18b6add2a53959dbe2e8ba1bb3f7e597fc714650e74157bb6,b070f0586e5d17c818700024c9dff021b7e7ffb40cd8e7f7e7bc19ea82efd1b5,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/lib/lovable-error-reporting.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,d1f9b1b009111538a2a65a79edf1f85a4f3424f1,830,ff65950d5e47a0ee77eb0ca989ca86a6749703afb56e464f5eaeaf313405321e,fcf6488f881984ca2cfe24ab762bcd1a96780eee9ccad7aeb92242de6aba94e0,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/lib/utils.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,71633f31927f890d56ffde14986b83376ea7fbc1,399,1200ee3e8e2413f2d8578ef7c7261d592f8c7f4f6548a127524e2eea4b5f9e9a,5d0aa7ded97ed1fcaf50db263d3880198511aa34b3eabbca4cdf64204441e52e,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routeTree.gen.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,3884638dd14c4082b95850748856f15012cf7341,13126,29ffa63748ae77ace7dd12794747495fad40a9cfb22d33e29e65877d183d78c8,N/A (regenerated by TanStack Router; not independently byte-hashed from text-rendered read),no,"Generated-file exception (Section 8): TanStack Router regenerates this file from src/routes/** at build/dev time. Current Lovable copy independently confirmed to contain the identical 16-route set as canonical (structural verification via direct read). Supplying a byte-corrected copy would not persist past the next regeneration; the durable fix is correcting its *inputs* (src/routes/**), which are included in the corrective package.",yes
src/router.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,3423d598036579e62f42faec438f868b4bb0bb17,394,72b68964d3f55ba4f7dcf2a04aad9d97d7c61fabad13aec1d298f1e39ee59fcc,7e3481892de4073ba86e9a6c3a52f1cc6c0d8ab8668df1b14a3ce9f7658edc4a,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/README.md,7684ea9f02a1a1e1a25f29845ebf831d63163a31,441a4e8235d1432e015c8f7a0bf045b031c565ad,835,5c8187dbe79dac7a3c494f2600585508f5d15e75f04f21ea364d0de14de10575,73feb3fc6b8f1e203baef0a8cc6199530846f459e670943ae2fbb481b0bffb12,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/__root.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,5dc3de13dd2ac12f1a282064e21f5a75b7aa7566,5916,aebce45d4f9fb3dab5c10a3af8c45d78d30ff8cc575da0f79a1a72db095a6f94,ff59db433869246dd9bae4a1fee03138be51fdb48bcc1691a7647db88ed6e117,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/_authenticated/dashboard.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,fca7db0320bfc0dfc5c5081162251d2112b7dd74,20057,14e48e2e2627e2b069c26e8395a89c82503e18211b33126f853242e924e520aa,20f85850052809e5873bd23e3538aa794de030c417c28724298b865b282b074a,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/_authenticated/inventory.$itemId.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,b24dc979aebbf6df65a630ef37ba841335c71c1f,35692,f6b25a575e03b93d112483d8a43adb5f6bfb9965d6d77ac11ac574e2a9075e45,8cbe2a3459c48f57d13e09d28a3636e0c0110f6a6f5705cdeabaac80cdb3f523,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/_authenticated/inventory.index.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,c650f1f1f545731b1bf20e876ddfed59466673cb,16279,708db4c14b75663bf11ee95f8fcbf60ecbb2392f65003027b913c0dd78e782ba,d7dd7dae75d562e43c5efde2893c1649be65187a8212788e69d4fea9b243677c,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/_authenticated/inventory.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,48d61982535702c7358f0ea00440236b0b55f176,1488,9e521008193bf8d55943bd73069ce7f35c16ef37694683c585c5d16f8c8794eb,16a9477648eb3509971f66b175458eeb56f5a06b75e77c802342bd601fd4ecee,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/_authenticated/route.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,333158ff017ba399fc22790b7dbf9b04ade76e39,443,ada05b9d047d5837834d6e380e2fcf14c453442a27f6c03a7de541b3dd8c8bb2,cc17c5528ba0ba400f118ad73c16c1ecfddd533cd4b1ee47284c4570b7a7eceb,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/_authenticated/transactions.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,745b90455fabb10b67836a60a80b75a1042a6eef,31759,92c5ff5d8b23b24b04c5ca20534debfdfb42db0becc4c666375f05c05eb5585e,27e261b1595ba735a9562a3aaa61c06a301cc69f3dfe286d627bf60ed89511cb,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/auth.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,42ec99af7db83a20e92ecdebce3b9065b2acf728,10953,10df0ab8b858f1b602563b9febad1d02cf75e52e629cc17eabcbb0016fc95727,ccd63d482a365b6b1a3cb364b78403b447553f63a4b2b7c2c9fe69029c816489,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/contact.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,2beab26b5e4e11d187ead462913f0c9e69a61c56,1269,a7664341b1ca307334ad6783ef3cdb227709cdfee8c95f1e6c6912d0e8563f03,525cb53bf8b851e02ae104e1039e5b2c344608a3c7cc8360a0c22097d0f5f1dc,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/how-it-works.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,0b0009511436091a04208955109dbb40539ff64e,1477,69850191804bc0feba732809a40d45b3fa6ee143b0f446cbc98d4d16682303d2,db1050791f68cc66dd8bdfaf120c3b025d01d3a36c22a7193b854c3bb8465af7,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/index.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,866e5457f32ccc8390cf67d52dfa900894e6100d,3975,767cda33cc2b401cc6001238c0144178d3a1de41d7b4ffe922bb2e00ad487177,1e7ed793374ef445a3d566c5c13292bfe10af14f14aba81bfcc8501fdfcf274d,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/privacy-policy.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,479ca731c14d67357be3d6718e60371889b4bb79,1184,a53439ea7ffa72d93f6c0d4d85ef1e360639cde79507f6b990b5024b827ba68e,ef93f2e26cfda1ebce23e761249a26e65c71054b98613c35dbb0c28e61cd616e,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/reset-password.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,1ce1d42f5d5deb651faba545c3a4f3c74ded3edc,7240,cc560800fac8b2aa5a46299809dab4495c49fec7e8e0678cf14b9dd908770030,8dfb27c5c3ea2893b7c8f756231020303cc3a81b42ff3f3b2beeb148b1b51acb,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/start.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,273cfe7297fecab0d784f62b0ee90837334a78d2,1659,3a2c98d23487be0f9ebfc685791afc74df5dc5d4570ed0fcaec3c922af3f8e85,963f70cf9fd80eb8594de8dc0f4ffb7188b79dd0bfcfda2a4ac6e6afb526ebc0,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/super-admin.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,bbdee4561afbc53ebea59f411716dfe34b0b1712,1243,ddd8b920a433e8b53e087a736cb2541a844b4adaafe67fb78fc4b575413ce5cb,1cde055f8bd46bb6d0e84cd46d96dcc1c8e63bae3ed42d4b9e1457485867c6c4,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/routes/terms-of-service.tsx,7684ea9f02a1a1e1a25f29845ebf831d63163a31,6c51e0251bea125553893459ca7274fd96646028,1202,2167506642acea1ab66c93737b6057a30087c2b413ff49beb3196a7527db69e5,77370a2aa4925567a343753bee78ddb7586da950125a7979d34942bdc755f1e8,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/server.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,20500c7f347db7dd59ff59e295be226aa317757f,2048,f0ee683067afee145f81a63a3af76b3d3767e2a1f61f0e82582f8da184ad3ef6,4200dda605d3af5b6ba95e79022fdd40d3075cb39ee0d8bacd769ec2312baa92,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/start.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,208642748430e10e2785af63b724541bffc87f12,739,14a377e6b881f57c252819c5c5d254f89d8c916f0090837224df4a8d5a0f608e,f1bac9c3b579982a4cf9094e2f0d3a9efa0c3d7b33ed53943ba169d89b387611,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
src/styles.css,7684ea9f02a1a1e1a25f29845ebf831d63163a31,804a3723cf05f1b6aa956d0bb85c793490b36dca,5531,c259db73993dff8e1e12573f6e4e71f302b2106983800647bf0be3985abdeaa9,3f1b79efae6be9eb1d552e34faaf8858c6f9857c3019dba0663cf42374822627,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
supabase/config.toml,7684ea9f02a1a1e1a25f29845ebf831d63163a31,d4e05211e5a5876d6a043563cb6d04473747ee04,35,376be61e25e661778fa9675ef558def4959237ecf8ad555225c6056d075e30fe,376be61e25e661778fa9675ef558def4959237ecf8ad555225c6056d075e30fe,no,Already canonical-equivalent (unaffected by the CRLF conversion defect: binary file or single-line file with no embedded newline).,no
tests/inventory/archived-item-protection.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,c66f8a92493d0e202a44648a1f85bac946d2caa0,2787,ee0f5bd67583778158fa836ae00d215f5e0c6ba91a7b1e7ccb5d5a5351ef03bc,b15971d1f2b61a8bd9d6bf03c3b5ab8deebee71c8bf17341fa0c9d2e270f5f61,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/audit-integrity.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,cb3e0b1b54d76097c605d5c11d0387075ab6cabc,2907,e70a94fd3b185a0c4cbd761ddbc06f3b9e119deb14685faced070bb696379913,91eaae8337048d8a383d6a705404051f4c612adb399623e35f76b10aeb6cb578,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/business-isolation-views.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,aeab2469d6e322bfb21bd423a53fd545ae0f6882,3565,621e0f3cd5ac67df6585afca8049a0d3d32310d60fe996822b6c72d2154bc0a1,0de4abf54e18ccdb836e79abc2095d26d7375d9140eceab85e110c891d0e04b6,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/concurrency.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,6171d59fb7344ddf7c0ca76e9ce2e0f39f737a0f,5101,1dd18e2c57f682a75c7a2091f5c04c306d39c60f9bef323640756a8f840882b0,07281ef1c5770033eeff9a7b198422ee4ac345d42eadd9a56e2a0eddb9eec6dd,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/correction-behaviour.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,3d2bd110b5ce4a2fa6e9438cd8e8914a9c45298e,5189,65711231081fd3d5f0534d6b192b45409310745d691413481e465ddafe0ca7d0,c433b6df998ac8ee4cfdeb57d16e16229efa2ca4673f013e7f723425a80b6173,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/correction-link-integrity.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,0db9f8e7b791fd1db03183653b7761d89399b845,7101,9351d5ada37cc63c1ade79e107630e622543e876f399c8dc7cdd701304b4c72e,eb05282d4b7e7a4329728e0751740268cf5569137a6901d6771e0d2aff7cd4c3,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/cross-business-consistency.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,941c986ee6b27e6e42fe7af202c30e9e9872c97f,3617,c33b02fc88b4e8bed108656efd921603155c9bbe55ae9727b1e2df63f32924d6,02f62001d239b55e92fd8ae51251bdff2c1b5833efc18b6b74326816ae8df4a2,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/idempotency.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,6b83fd4223efb163d9f61c499398faaab2ded0ce,5900,6b165f71df3ff728b316b09e1f871bb9005167799c45249f6f0b066173860376,b1aafee4258b90536c8e422afd31630ed509fbcee5333d589724e009ef41e804,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/ledger-correctness.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,adf50ba13006e9235359d2ec482d1f536d0d51a0,4098,c42d85e56f6af6c4aa0a50961bd7d90a2b05a35cf4ca9dc1f2d75000718c9b97,6516d1e3689303255925e48627ab2eb41d2e45547d171a6907da09a076b2a5f9,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/movement-type-direction.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,56b99afa49497ff6346c89656d7d3573e6baa60e,4748,48c1bcea51511894a5011c1101b19ff9d503f6f173013c01ae96e97f0fc19557,19a01adff0fccae3eb8bc0603f28423bd76273198d2a459adce11f88d708e178,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/negative-stock.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,cfbbf8a8f725c90c9531fb7980619722c899f450,3236,82fe9615f9424af82ae28af279f77e4f47b87500383bb4e554cf41404f9dc600,6a92c290d8149bccf430a16138256a6acb7320c2630f3d77799d81a0e2fd651e,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/opening-stock-invariant.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,d0f9b59e8192c6aa98c79c0fc15c0a09ab89e02a,2898,91fbb9e1a0300204dc45d175d573e5ae33a942f14626d19b09b6b143d23a7328,18f8080f36d3579e8c1106ff4a63b318c46939484f7138dd36f8fc12f80fcaa3,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/performance.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,1010eb0b39c91a79349a301aee7166e8f30252fa,2995,5e9880042866463756b14f9316bd54c7173bf1f94a2d1e6c2b8931077c1caf9e,44e0b1553cdf2bb6be7d84f277b872ca6e15efdeed66292079d7ed49c90c9554,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
tests/inventory/permissions.test.ts,7684ea9f02a1a1e1a25f29845ebf831d63163a31,5fc776930598f6e025f598e62d10b3d5f5af6f68,5908,e5c5ef370a185954a63e84a4aeb4825d70474e75e77ed67949e99376140f329f,648f9e8948138af44f3175a472704d788588d72f7f63b5b777132b90e52c8626,yes,"CRLF line-ending conversion introduced upstream during SB-P-1.11-LOV-SYNC-2 Phase 2/3 artifact preparation (core.autocrlf=true, no .gitattributes override); content values unchanged, only line-ending bytes differ.",no
